2,275436,0.94
3,304169,0.95
4,333613,0.96
5,360745,0.97
6,386751,0.97
7,411172,0.97
8,436463,0.97
9,460807,0.98
10,484833,0.98
11,508861,0.98
12,532821,0.98
13,555326,0.99
14,577517,0.99
15,599801,0.99
16,621446,0.99
17,645555,0.99
18,668480,0.99
19,690958,0.99
20,713130,0.99
21,732866,0.99
22,754217,0.99
23,775511,0.99
24,796240,0.99
25,820301,1.00
26,841873,1.00
27,863130,1.00
28,883767,1.00
29,904732,1.00
30,925299,1.00
31,943739,1.00
32,963319,1.00
33,983367,1.00
34,1002708,1.00
35,1022166,1.00
36,1040674,1.00
37,1060093,1.00
38,1078904,1.00
39,1097699,1.00
40,1116373,1.00
41,1133530,1.00
42,1151086,1.00
43,1169318,1.00
44,1187715,1.00
45,1206041,1.00
46,1223105,1.00
47,1240963,1.00
48,1258544,1.00
49,1276483,1.00
50,1294294,1.00
51,1310852,1.00
52,1328065,1.00
53,1345098,1.00
54,1361938,1.00
55,1378481,1.00
56,1394584,1.00
57,1411374,1.00
58,1427963,1.00
59,1444332,1.00
60,1460330,1.00
61,1475623,1.00
62,1491310,1.00
63,1506823,1.00
64,1523379,1.00
65,1539182,1.00
66,1554533,1.00
67,1570357,1.00
68,1586595,1.00
69,1603159,1.00
70,1618525,1.00
71,1633092,1.00
72,1648233,1.00
73,1663061,1.00
74,1678328,1.00
75,1693560,1.00
76,1708280,1.00
77,1722432,1.00
78,1736990,1.00
79,1752085,1.00
80,1767548,1.00
81,1781454,1.00
82,1796387,1.00
83,1810819,1.00
84,1824318,1.00
85,1838297,1.00
86,1852507,1.00
87,1866361,1.00
88,1880874,1.00
89,1895028,1.00
90,1910166,1.00
91,1924838,1.00
92,1938599,1.00
93,1952512,1.00
94,1967015,1.00
95,1980325,1.00
96,1993436,1.00
97,2007118,1.00
98,2021006,1.00
99,2033860,1.00
100,2048100,1.00
101,2060550,1.00
102,2074102,1.00
103,2086547,1.00
104,2103301,1.00
105,2117374,1.00
106,2131606,1.00
107,2146320,1.00
108,2159226,1.00
109,2171747,1.00
110,2184908,1.00
111,2199396,1.00
112,2214280,1.00
113,2226793,1.00
114,2239346,1.00
115,2250945,1.00
116,2264706,1.00
117,2276594,1.00
118,2289012,1.00
119,2301471,1.00
120,2314733,1.00
121,2325809,1.00
122,2338115,1.00
123,2350574,1.00
124,2364232,1.00
125,2377990,1.00
126,2389639,1.00
127,2400856,1.00
128,2413083,1.00
129,2424135,1.00
130,2434140,1.00
131,2444715,1.00
132,2456398,1.00
133,2470004,1.00
134,2481456,1.00
135,2492649,1.00
136,2503853,1.00
137,2514493,1.00
138,2526223,1.00
139,2536375,1.00
140,2548678,1.00
141,2558183,1.00
