2,11268,0.07
3,328393,0.92
4,736815,0.97
5,1012182,0.98
6,1272340,0.99
7,1526391,0.99
8,1772958,0.99
9,2006918,0.99
10,2195180,1.00
11,2376936,1.00
12,2549882,1.00
13,2695408,1.00
14,2855703,1.00
15,2976769,1.00
16,3083444,1.00
17,3216117,1.00
18,3313447,1.00
19,3438051,1.00
20,3511057,1.00
21,3615852,1.00
22,3711770,1.00
23,3777967,1.00
24,3870047,1.00
25,3963884,1.00
26,4026954,1.00
27,4090473,1.00
28,4165582,1.00
29,4264417,1.00
30,4325359,1.00
31,4385113,1.00
32,4434146,1.00
33,4517067,1.00
34,4578747,1.00
35,4658206,1.00
36,4712644,1.00
37,4758678,1.00
38,4848390,1.00
39,4885351,1.00
40,4933218,1.00
41,4979704,1.00
42,5044649,1.00
43,5086902,1.00
44,5139224,1.00
45,5194859,1.00
46,5224992,1.00
47,5298808,1.00
48,5355198,1.00
49,5359456,1.00
50,5431949,1.00
51,5474725,1.00
52,5503005,1.00
53,5548485,1.00
54,5588553,1.00
55,5629472,1.00
56,5653740,1.00
57,5724149,1.00
58,5756358,1.00
59,5780458,1.00
60,5788264,1.00
61,5838493,1.00
62,5859498,1.00
63,5919906,1.00
64,5955777,1.00
65,6003890,1.00
66,6024781,1.00
67,6042569,1.00
68,6088984,1.00
69,6102859,1.00
70,6133727,1.00
71,6169079,1.00
72,6198181,1.00
73,6226284,1.00
74,6253558,1.00
75,6276695,1.00
76,6316434,1.00
77,6323359,1.00
78,6361962,1.00
79,6369200,1.00
80,6431879,1.00
81,6430867,1.00
82,6459758,1.00
83,6501275,1.00
84,6502366,1.00
85,6535968,1.00
86,6543197,1.00
87,6582947,1.00
88,6601223,1.00
89,6614068,1.00
90,6642951,1.00
91,6661795,1.00
92,6692867,1.00
93,6715626,1.00
94,6714446,1.00
95,6756511,1.00
96,6754744,1.00
97,6766389,1.00
98,6812864,1.00
99,6832914,1.00
100,6838785,1.00
101,6879313,1.00
102,6896437,1.00
103,6903248,1.00
104,6921078,1.00
105,6951370,1.00
106,6986469,1.00
107,6983306,1.00
108,7010203,1.00
109,7018687,1.00
110,7039668,1.00
111,7058063,1.00
112,7076285,1.00
113,7089674,1.00
114,7119275,1.00
115,7134147,1.00
116,7137895,1.00
117,7144217,1.00
118,7167905,1.00
119,7191477,1.00
120,7201442,1.00
121,7218955,1.00
122,7231639,1.00
123,7258490,1.00
124,7270649,1.00
125,7297705,1.00
126,7316961,1.00
127,7313840,1.00
128,7338739,1.00
129,7347726,1.00
130,7358664,1.00
131,7376691,1.00
132,7395887,1.00
133,7410103,1.00
134,7407781,1.00
135,7427879,1.00
136,7449670,1.00
137,7454536,1.00
138,7465848,1.00
139,7479300,1.00
140,7503525,1.00
141,7505667,1.00
